row	image_num	title	drive_url
123	119.0	The Burghers of Calais. Auguste Rodin. 1884–1895 C.E. Bronze.	https://drive.google.com/file/d/1j59xSYtB7oyYM8wg3OIRJnOBiCR8JjnR/view?usp=sharing
124	120.0	The Starry Night. Vincent van Gogh. 1889 C.E. Oil on canvas.	https://drive.google.com/file/d/1BZf5e-MY3MxBfzyu3_FaqWfjNhF6xIHo/view?usp=sharing
125	121.0	The Coiffure. Mary Cassatt. 1890–1891 C.E. Drypoint and aquatint.	https://drive.google.com/file/d/1Ew5x7UQ74pnnn1x-iwQ0bWBGRFzXnoUl/view?usp=sharing
126	122.0	The Scream. Edvard Munch. 1893 C.E. Tempera and pastels on cardboard	https://drive.google.com/file/d/1pkqmDhdVj8PcUdM_8ehPbkRTV-bw_vAs/view?usp=sharing
127	123.0	Where Do We Come From? What Are We? Where Are We Going? Paul Gauguin. 1897–1898 C.E. Oil on canvas. 	https://drive.google.com/file/d/1NEe9EUUKE1uUUypMhNbqQUG4oKKOs4Wk/view?usp=sharing
128	124.0	Carson, Pirie, Scott and Company Building. Chicago, Illinois, U.S. Louis Sullivan (architect). 1899–1903 C.E. Iron, steel, glass, and terra cotta.	https://drive.google.com/file/d/1stjZXH04L54bnVKGKeUhZ6TG3OumxrFA/view?usp=sharing
129	125.0	Mont Sainte-Victoire. Paul Cézanne. 1902–1904 C.E. Oil on canvas.	https://drive.google.com/file/d/1NOonyUHOqjaq7DOqzW8eXHnpIykrwJ1x/view?usp=sharing
130	126.0	Les Demoiselles d’Avignon. Pablo Picasso. 1907 C.E. Oil on canvas. 	https://drive.google.com/file/d/144YBr-NGyY9GH93uZvR1W4GppJq8eglu/view?usp=sharing
131	127.0	The Steerage. Alfred Stieglitz. 1907 C.E. Photogravure. 	https://drive.google.com/file/d/1BreejqL1DQKOAf1MK8-dpln94vOWXTVb/view?usp=sharing
132	128.0	The Kiss. Gustav Klimt. 1907–1908 C.E. Oil and gold leaf on canvas.	https://drive.google.com/file/d/1iiAeeraltF8cbkjWD3AI92MBaSQn1qmm/view?usp=sharing
133	129.0	The Kiss. Constantin Brancusi. 1907–1908 C.E. Limestone. 	https://drive.google.com/file/d/1BuarxeH-xNJNMPfKx7ciFL4a6utefb4w/view?usp=sharing
134	130.0	The Portuguese. Georges Braque. 1911 C.E. Oil on canvas. 	https://drive.google.com/file/d/1IoOh3RH5qkUlDyKS8NMDOj3qoAL9XwXn/view?usp=sharing
135	131.0	Goldfish. Henri Matisse. 1912 C.E. Oil on canvas. 	https://drive.google.com/file/d/1h3R86jq2qlJyLV_GUGxqop_sdqneL8Ff/view?usp=sharing
136	132.0	Improvisation 28 (second version). Vassily Kandinsky. 1912 C.E. Oil on canvas	https://drive.google.com/file/d/1u5oj7kN8maMSp1jbYD1f29DkaXz7lY4t/view?usp=sharing
137	133.0	Self-Portrait as a Soldier. Ernst Ludwig Kirchner. 1915 C.E. Oil on canvas.	https://drive.google.com/file/d/1VyiyuSqS4NioUrNOCRqWI3dBzX1DRnV9/view?usp=sharing
138	134.0	Memorial Sheet for Karl Liebknecht. Käthe Kollwitz. 1919–1920 C.E. Woodcut.	https://drive.google.com/file/d/1_3113JFslhaFQ41pT56ShXYPIgg6ztyb/view?usp=sharing
139	135.0	Villa Savoye. Poissy-sur-Seine, France. Le Corbusier (architect). 1929 C.E. Steel and reinforced concrete.	https://drive.google.com/file/d/1ANz3xVatID_psBuOQESaOZKNTw4I8hTi/view?usp=sharing
140	136.0	Composition with Red, Blue and Yellow. Piet Mondrian. 1930 C.E. Oil on canvas.	https://drive.google.com/file/d/1Ng8hGRF6hFn34Nc4vQW9RwLClbVATa3c/view?usp=sharing
141	137.0	Illustration from The Results of the First Five-Year Plan. Varvara Stepanova. 1932 C.E. Photomontage.	https://drive.google.com/file/d/1aJfyqHk2VEy02Pdujm-ymwnl3J7d-oEP/view?usp=sharing
142	138.0	Object (Le Déjeuner en fourrure). Meret Oppenheim. 1936 C.E. Fur-covered cup,saucer, and spoon.	https://drive.google.com/file/d/1EU2tTooYbWnLMK8U7K1KLfN0vUaRKuHF/view?usp=sharing
143	139.0	Fallingwater. Pennsylvania, U.S. Frank Lloyd Wright (architect). 1936–1939 C.E.Reinforced concrete, sandstone, steel, and glass. 	https://drive.google.com/file/d/1XEcUjkY9GbP0kFEjzXbQX8aTTB7Z77MA/view?usp=sharing
144	140.0	The Two Fridas. Frida Kahlo. 1939 C.E. Oil on canvas.	https://drive.google.com/file/d/1aPR-s-0WbXrUq_khTrC4xfcQ0XGRh0j9/view?usp=sharing
145	141.0	The Migration of the Negro, Panel no. 49. Jacob Lawrence. 1940–1941 C.E. Casein tempera on hardboard.	https://drive.google.com/file/d/19VCsdl7CQ0AShc_ZpOH-B1S1ncBrhW0j/view?usp=sharing
146	142.0	The Jungle. Wifredo Lam. 1943 C.E. Gouache on paper mounted on canvas.	https://drive.google.com/file/d/1RE4uCQ5kehy2Wu2JBIfSRryfIzm83qbX/view?usp=sharing
147	143.0	Dream of a Sunday Afternoon in the Alameda Park. Diego Rivera. 1947–1948 C.E. Fresco	https://drive.google.com/file/d/1l8LO6MxJ0UvM05e2UbpAq70bnqtwqv_y/view?usp=sharing
148	144.0	Fountain (second version). Marcel Duchamp. 1950 C.E. (original 1917). Readymade glazed sanitary china with black paint.	https://drive.google.com/file/d/1c6BWqtbPCgrrR9ZxSVDqX2E7AxPY9GcJ/view?usp=sharing
149	145.0	Woman, I. Willem de Kooning. 1950–1952 C.E. Oil on canvas.	https://drive.google.com/file/d/14HmELnlXcE-uLD6BbzXNnt2tnQQD4KpT/view?usp=sharing
150	146.0	Seagram Building. New York City, U.S. Ludwig Mies van der Rohe and Philip Johnson (architects). 1954–1958 C.E. Steel frame with glass curtain wall and bronze.	https://drive.google.com/file/d/18UXSPbP992belK24lE56mpJnSbl0c9oB/view?usp=sharing
151	147.0	Marilyn Diptych. Andy Warhol. 1962 C.E. Oil, acrylic, and silkscreen enamel on canvas.	https://drive.google.com/file/d/1vn8pmaeIq4pMYuEdUkGTEWKkaYkaN52k/view?usp=sharing
152	148.0	Narcissus Garden. Yayoi Kusama. Original installation and performance 1966. Mirror balls	https://drive.google.com/file/d/12E5BArjqngIKE2eqXoFDtI2Qoag1funW/view?usp=sharing
153	149.0	The Bay. Helen Frankenthaler. 1963 C.E. Acrylic on canvas. 	https://drive.google.com/file/d/1_b5NLESzWXZLvuP9C1KB1lCcIwHuRdUp/view?usp=sharing
154	150.0	Lipstick (Ascending) on Caterpillar Tracks. Claes Oldenburg. 1969–1974 C.E.Cor-Ten steel, steel, aluminum, and cast resin; painted with polyurethane enamel. 	https://drive.google.com/file/d/1JqfMgX5s9hnGN6obrrbhW-gIrCEMSuxs/view?usp=sharing
155	151.0	Spiral Jetty. Great Salt Lake, Utah, U.S. Robert Smithson. 1970 C.E. Earthwork: mud, precipitated salt crystals, rocks, and water coil.	https://docs.google.com/document/d/17s_H1xbzqnpyd1ahwamLDcFWOHjPG5GSdk-rtSNNnnM/edit
156	152.0	House in New Castle County. Delaware, U.S. Robert Venturi, John Rauch, and Denise Scott Brown (architects). 1978–1983 C.E. Wood frame and stucco.	https://docs.google.com/document/d/1Kx90mGdqRawTs3j6gZbJj8jAPdMH3E52RX_fBTBi-kM/edit
157	Content Area 5	Indigenous Americas	
158	153.0	Chavín de Huántar. Northern highlands, Peru. Chavín. 900–200 B.C.E. Stone (architectural complex); granite (Lanzón and sculpture); hammered gold alloy (jewelry).	https://docs.google.com/document/d/1pT1cJoZIsAUWpyuJaT2X3ZFc2cnXkUNNos4H2W_7Lkg/edit
159	154.0	Mesa Verde cliff dwellings. Montezuma County, Colorado. Ancestral Puebloan (Anasazi). 450–1300 C.E. Sandstone.	https://docs.google.com/document/d/1X09Ja8Q7agawawVPonUpuediu-mttxNhsHJtcd7pSBE/edit
160	155.0	Yaxchilán. Chiapas, Mexico. Maya. 725 C.E. Limestone (architectural complex).	https://docs.google.com/document/d/1RaQYWiPM7wJb-FjA5ZF2g8TNG0OYXmk6WSe6anAo5Cw/edit
161	156.0	Great Serpent Mound. Adams County, southern Ohio. Mississippian (Eastern Woodlands). c. 1070 C.E. Earthwork/effigy mound.	https://docs.google.com/document/d/10uhuIodcFcsuxM0doDF0zS1EIU1YmzdVnN1UPteInAI/edit
162	157.0	Templo Mayor (Main Temple). Tenochtitlan (modern Mexico City, Mexico). Mexica (Aztec). 1375–1520 C.E. Stone (temple); volcanic stone (The Coyolxauhqui Stone); jadeite (Olmec-style mask); basalt (Calendar Stone).	https://docs.google.com/document/d/1k0e-Z3myIgTi91A5owYAZ8G4H7kYgjan7nRJXh5tgEg/edit
163	158.0	Ruler’s feather headdress (probably of Motecuhzoma II). Mexica (Aztec). 1428–1520 C.E. Feathers (quetzal and cotinga) and gold.	https://docs.google.com/document/d/1--DIfzXfDmdioqehtGV3gbGp8nsxa2iWaEbMNbtT09Y/edit
164	159.0	City of Cusco, including Qorikancha (Inka main temple), Santo Domingo (Spanish colonial convent), and Walls at Saqsa Waman (Sacsayhuaman). Central highlands, Peru. Inka. c. 1440 C.E; convent added 1550–1650 C.E. and site.	https://docs.google.com/document/d/1pk12qOp6mjBK3f6Ucx6Xcr8FdHcom6BLaizT8MpmQmA/edit
165	160.0	Maize cobs. Inka. c. 1440–1533 C.E. Sheet metal/repoussé, metal alloys.	https://docs.google.com/document/d/1NnowbBz0S5FaGwiXtO0ZcAVVpi6M8SLdJFSuaLZYZTg/edit
166	161.0	City of Machu Picchu. Central highlands, Peru. Inka. c. 1450–1540 C.E. Granite (architectural complex).	https://docs.google.com/document/d/1ShgYn2c-IIklQML2S0TVzkiKbW3OLz8h3sCOMOffBSg/edit
167	162.0	All-T’oqapu tunic. Inka. 1450–1540 C.E. Camelid fiber and cotton.	https://docs.google.com/document/d/14McwSIAzC7sQlj4UjlfJnRsqFtGz1KSkQEzs-7Waagk/edit
168	163.0	Bandolier bag. Lenape (Delaware tribe, Eastern Woodlands). c. 1850 C.E. Beadwork on leather.	https://docs.google.com/document/d/1vZdT1m7e2q5CVKZ2Zgy1DkzYdrlOvDV4eULjiRAe7QA/edit
169	164.0	Transformation mask. Kwakwaka’wakw, Northwest coast of Canada. Late 19th century C.E. Wood, paint, and string.	https://docs.google.com/document/d/1IrExkYeXbJoLP6lotVXt3NZ04i3-qnkwBX-5BQefC3I/edit
170	165.0	Painted elk hide. Attributed to Cotsiogo (Cadzi Cody), Eastern Shoshone, Wind River Reservation, Wyoming. c. 1890–1900 C.E. Painted elk hide.	https://docs.google.com/document/d/1YW2TMOupY3kVoQENw16FAHxYJeY_KSEic8JLrVTeDDY/edit
171	166.0	Black-on-black ceramic vessel. Maria Martínez and Julian Martínez, Tewa, Puebloan, San Ildefonso Pueblo, New Mexico. c. mid-20th century C.E. Blackware ceramic.	https://docs.google.com/document/d/1K0BpHPSsY2V6iXYH93C1J7Hn72dcKWwWlQoU7jLqM0M/edit
172	Content Area 6	Africa	
173	167.0	Conical tower and circular wall of Great Zimbabwe. Southeastern Zimbabwe. Shona peoples. c. 1000–1400 C.E. Coursed granite blocks.	https://docs.google.com/document/d/1eWR2a9QmZzsfMUcKjIVulIT0RC2pxFBuRIexx6t2lyI/edit
174	168.0	Great Mosque of Djenné. Mali. Founded c. 1200 C.E.; rebuilt 1906–1907. Adobe	https://docs.google.com/document/d/1BkOa3Veo0iNsHNn-PNucEQomh7Wep9K4re2IHY0-sEA/edit
175	169.0	Wall plaque, from Oba’s palace. Edo peoples, Benin (Nigeria). 16th century C.E.Cast brass.	https://docs.google.com/document/d/1im10_QgigkrbhDyPFFZ2WIZrySIIXSgTIZzzBbfAFZ4/edit
176	170.0	Sika dwa kofi (Golden Stool). Ashanti peoples (south central Ghana). c. 1700 C.E.Gold over wood and cast-gold attachments.	https://docs.google.com/document/d/1ur3V0Wf73PaRvPnMR60gzkdMDpHfBLkS4fZmcS67sxg/edit
177	171.0	Ndop (portrait figure) of King Mishe miShyaang maMbul. Kuba peoples (Democratic Republic of the Congo). c. 1760–1780 C.E. Wood.	https://docs.google.com/document/d/1usr3EYv5v7BOZNFonU2CfHAwii5bDZnPJ3r53KZXY-M/edit
178	172.0	Power figure (Nkisi n’kondi). Kongo peoples (Democratic Republic of the Congo). c. late 19th century C.E. Wood and metal.	https://docs.google.com/document/d/1-KcR8WhyiEg8PwK0Xelh73ILXuLQbV1bgOQJneyc0gQ/edit
179	173.0	Female (Pwo) mask. Chokwe peoples (Democratic Republic of the Congo). Late 19th to early 20th century C.E. Wood, fiber, pigment, and metal.	https://docs.google.com/document/d/1v92rS0wxEhgZSwYotJz3P36eWdFolHsZK_HUDt-L7T0/edit
180	174.0	Mblo Portrait Mask 	https://drive.google.com/file/d/1Rrp69l4egzbixXX8T0KoxgKY7S4Djmof/view?usp=sharing
181	175.0	Bundu mask. Sande Society, Mende peoples (West African forests of Sierra Leoneand Liberia).19th to 20th century C.E. Wood, cloth, and fiber.	https://docs.google.com/document/d/1PBgMZLiOrdqZOR5_Zny4s_ia8x9OPeIBvaCNcO9dhI8/edit
182	176.0	Ikenga (shrine figure). Igbo peoples (Nigeria). c. 19th to 20th century C.E. Wood. 	https://docs.google.com/document/d/1BnsZ2H-pUOmYHsGaBNZSLujjriK0Y8ALXqZ2JY_Ws1A/edit
183	177.0	Lukasa (memory board). Mbudye Society, Luba peoples (Democratic Republic of theCongo). c. 19th to 20th century C.E. Wood, beads, and metal.	https://docs.google.com/document/d/1jPPZBmFaho-8gS8pcpJFOdpM9axMfuud-p39sT1oFAc/edit
184	178.0	Aka elephant mask. Bamileke (Cameroon, western grassfields region). c. 19th to 20th century C.E. Wood, woven raffia, cloth, and beads.	https://docs.google.com/document/d/1T_BVDQFul8BmuquUvYEi5ios23vcEBtMr__fdZmIp1s/edit
185	179.0	Reliquary figure (byeri). Fang peoples (southern Cameroon). c. 19th to 20th century C.E. Wood.	https://docs.google.com/document/d/1frsD9lLM5ogDz9_lZ69uSQkMDQA9RVF1AJ_gWMKX_84/edit
186	180.0	Veranda Post	https://docs.google.com/document/d/1dBqxFp_jXGTr5CI4YZrAVR4kLZiR2kql/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
187	Content Area 7	West Central Asia	
188	181.0	181 Petra.docx	https://docs.google.com/document/d/1-D7HCTV4Ybds5NNqLmN1xaOymZ6tSjS_/edit?usp=sharing&ouid=105303918983461029500&rtpof=true&sd=true
189	182.0	Buddha Bamiyan	https://docs.google.com/document/d/1RvXM2dmi05JwCGy-VO0ZG2R9qj3luF8Z/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
190	183.0	The Kaaba	https://docs.google.com/document/d/14CAkBK5Kx1vTddWBPTdk_dZGwKF-svN-/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
191	184.0	Jowo Rinpoche	https://docs.google.com/document/d/1RiIATqsrj0WcVgd7UB1jA2C46yRH1ejZ/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
192	185.0	Dome of the Rock	https://docs.google.com/document/d/1aL8a9DCsUKxyibSoBdFOkXcr3zyzSaOE/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
193	186.0	The Great Mosque	https://docs.google.com/document/d/1qTUt5zpanPzateFbABSuN0Jrt28w7_kU/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
194	187.0	Folio form the Quran	https://drive.google.com/file/d/1frJ1WCqwz-ULWEkaEFNVJu2qGfNsdm9G/view?usp=drive_link
195	188.0	Basin St Louis	https://docs.google.com/document/d/1I8qq8Jq8IhFenxQiWG3Zo8Ft_9oe1aRa/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
196	189.0	Bahram Gur Fights the Karg	https://docs.google.com/document/d/12UTvjroN24Sx11k7YPhbA5b0xHgIydoh/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
197	190.0	Court of Gayumars	https://docs.google.com/document/d/1T4u97V0ZSQTgBJ9S6ONTs_WDopPFMLZM/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
198	191.0	Ardabil carpet	https://docs.google.com/document/d/1nVHOfXdYJZnUlvjiRSdsU5aAq5LBHrGZ/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
199	Content Area 8	South, East and Southeast Asia	
200	192.0	Great Stupa at Sanchi	https://docs.google.com/document/d/19x6M1aOwJ-E1NGiQht8B6fQTh6c2yEXK/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
201	193.0	Terracotta warriors	https://docs.google.com/document/d/11PU4_wNWWjrlwjQSI1V2fkLdCX4nniYd/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
202	194.0	Funeral banner of Lady Di	https://drive.google.com/file/d/1BWGEtOSCVvXyTCN4UdJDx6CaA9FAfsC-/view?usp=drive_link
203	195.0	Longmen caves	https://drive.google.com/file/d/18byYG0jnhgRc_qpqKQcXEV2qW5pUar9P/view?usp=drive_link
204	196.0	Gold and jade crown	https://docs.google.com/document/d/1QOiSllLr8hbi8lhvnPDjtt_Zy8QbRxdD/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
205	197.0	Todai-ji	https://docs.google.com/document/d/18QoYDGsoLdauvPhM4M1kR-AMs4p0_Auy/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
206	198.0	Borobudur Temple	https://docs.google.com/document/d/1SSFrKtW7JhDauhZAa9gtpcFFHspxs9KN/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
207	199.0	Angkor Wat	https://docs.google.com/document/d/1xMRkewsb6RgYoaZFcORWICh3vtZBpVn3/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
208	200.0	Lakshmana Temple	https://docs.google.com/document/d/13jwyqS6khfd7NJ0vs9Hquk0RKSrSQqmp/edit?usp=sharing&ouid=105303918983461029500&rtpof=true&sd=true
209	201.0	Travelers among mountains and streams	https://docs.google.com/document/d/1LS3hnM9D1bS-Rb3TKEFfFGhRJxVoyjtA/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
210	202.0	Shiva as Lord of Dance	https://docs.google.com/document/d/1pO6gAISNuKN-y8xwWezTIrj7BShRAMnP/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
211	203.0	Night Attack on Sanjo Palace	https://docs.google.com/document/d/1BirXx_JRBFwFXjh8Wtf3xTInezoJ_y16/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
212	204.0	The David Vases	https://docs.google.com/document/d/1xExvaEI6dvogfaT0UB6BMhoAJpLkCFU3/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
213	205.0	Portrait of Sin Sukju	https://docs.google.com/document/d/1f3x9m47jEHJg4hoWKal0EtZcEiQ0I-0Y/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
214	206.0	Forbidden City	https://docs.google.com/document/d/1tyAtZ08oXHQFxv0Dru2Vr8koL7yXyNLp/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
215	207.0	Ryoan ji	https://docs.google.com/document/d/1629Sg30OfQSYXn0JApxvEZgwOuW7Idky/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
216	208.0	Jahangir preferring a sufi shaik to kings	https://docs.google.com/document/d/1m9FiZxRdR69MWVp62YtBUCZAwYWW3VtW/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
217	209.0	Taj Mahal	https://docs.google.com/document/d/10wI2pxVkLxtoJ3Sy79JAgZnxxLjfnrxl/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
218	210.0	Red and White Plum Blossoms	https://drive.google.com/file/d/1qYtQYp1eE2hiU5AzvG7RDzvj1gaaDLMY/view?usp=drive_link
219	211.0	Under the wave off Kanagawa	https://docs.google.com/document/d/1e_1xzMMfWMELKSo3PQhH_pSkJfvz0fSf/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
220	212.0	Chairman Mao en route to Anyuan	https://docs.google.com/document/d/1sU-eLO48DR_-sOoSgjnew8TeafIhg6ZU/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
221	Content Area 9	Pacific	
222	213.0	Nan Madol	https://docs.google.com/document/d/1c2sH6qmzfZIbQgZrxqIuhO9FP7a-a3eW/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
223	214.0	Moai on Platform	https://docs.google.com/document/d/111CH6vpn3oLdkTeThd6YPqSFRlf8uRj3/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
224	215.0	Ahu'Ula	https://docs.google.com/document/d/1tpEB8w2-UdhChjPue1lDSrjSOHvS6RFX/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
225	216.0	Staff God	https://docs.google.com/document/d/1VV_URjGJIjf7bHePVh0UeUUjMefsPjH1/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
226	217.0	Female Deity Nukuoru	https://docs.google.com/document/d/1jZcB_E9IK-UV1sgOSSCMH3cgrQvQE1Cl/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
227	218.0	Buk Mask	https://docs.google.com/document/d/140svN6obs3WN4TLvmVv3H_B7HgMm-gr0/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
228	219.0	Hiapo Tapa Cloth	https://docs.google.com/document/d/1ei-fs-7H1Rwv1aaQvkHrwleDugh4TDXS/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
229	220.0	Tamati Waka Nene	https://docs.google.com/document/d/1241dIidLf0wWsv6ymY3SvBuG-mj8HL4I/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
230	221.0	Navagation Chart	https://docs.google.com/document/d/1IF-7ZQJym8-_-pUiP_VqvgWCDV_dYsVs/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
231	222.0	Malagan Display and Mask	https://docs.google.com/document/d/1juXAUDq_hMpP7SdcARTAoEhRtdSvG0wM/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
232	223.0	Presentation of Fijian Mats and Tapa Cloths to Queen Elizabeth II	https://docs.google.com/document/d/1Nq3vjRiQui_2rT7p2_cYpdU2qR2QPof9/edit?usp=sharing&ouid=105303918983461029500&rtpof=true&sd=true
233	Content Area 10	Global Contemporary	
234	224.0	The Gates	https://docs.google.com/document/d/1YuczXqcyUFN7CjUXv5tvpxX-p5OFHIgu/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
235	225.0	Vietnam Veterans Memorial	https://docs.google.com/document/d/1QmTPBcmUP9kaQ2u1Ws9h9XbaFuhwl6J9/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
236	226.0	Horn Players	https://docs.google.com/document/d/105vzPYkry7Wj03YSz8jgYZtW3w7gIds7/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
237	227.0	Summer Trees	https://docs.google.com/document/d/1VqE4HgybgRyiAZRlq86WTgKpMMZNQpmn/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
238	228.0	Androgyne III	https://docs.google.com/document/d/1hVxPlaQaSiKvRizKbDecZP6kIFQvrg81/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
239	229.0	Book from the Sky	https://docs.google.com/document/d/1F7s-rz8T4geFWvqB90VqDlqfwsyiZkKo/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
240	230.0	Pink Panther	https://docs.google.com/document/d/1FFMSdAiGca-Faw_iX_isFUuWfcyLbI8F/edit?usp=sharing&ouid=105303918983461029500&rtpof=true&sd=true
241	231.0	Untitled #228	https://docs.google.com/document/d/1G5rmg6Aui6Juw78mBTGk_X6VcXJNwPAY/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
242	232.0	Dancing at the Louvre	https://docs.google.com/document/d/13m6Km6dkLI_92GtF7qdD85o9joHjfy06/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
243	233.0	Trade	https://drive.google.com/file/d/1AXRYY_1jGKor3JA8TMgZ3v6oPnAY3jTb/view?usp=drive_link
244	234.0	Earth's Creation	https://docs.google.com/document/d/17RqDWT7aAmdT52WzAaCkqQ6rBkf4UpoxuCDDEk5qUf0/edit?usp=sharing
245	235.0	Rebellious Silence	https://docs.google.com/document/d/1MKiRgdHoBtJdQ6VdNdqecQZ4Q_777Eeo/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=truehttps://docs.google.com/document/d/1iKVGGBTwYT2MFLPImJ57RJySy7LbJerm/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
246	236.0	No Crying Allowed in the Barbershop	https://docs.google.com/document/d/1QAxTOLqI-GEZ2MWFGfz0hz-ci5YZs56L/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
247	237.0	Pisupo Lua Afe	https://docs.google.com/document/d/1T4-f5P2PaTY4w8EgqfrO0KnWCu_7ls6G/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
248	238.0	Electronic Superhighway	https://docs.google.com/document/d/18m1CAhPBJ0gS4AseHgtXB6gqBSAHO2Wi/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
249	239.0	The Crossing	https://drive.google.com/file/d/1JBxLI-UA1_gBtpL5XbZTZ14Dg2nC8fo_/view?usp=drive_link
250	240.0	Guggenheim Bilbao	https://docs.google.com/document/d/1k_6vM6zHwVJQMtNocYRGGKDRLk4YaYO2/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
251	241.0	Pure Land	https://docs.google.com/document/d/18980hDLlWBh9cfHoF_sKzzDgrVbt_w4n/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
252	242.0	Lying with the Wolf	https://docs.google.com/document/d/1Lqv6gjqReP8T5dn0jRZyR8Ed2bKEbpmaFMfeDin-MvQ/edit?usp=sharing
253	243.0	Darkytown Rebellion	https://drive.google.com/file/d/1b7CUDjKZjEr-u6sG82kAFWDsaNzoLhqS/view?usp=drive_link
254	244.0	The Swing (after Fragonard)	https://docs.google.com/document/d/17mCh71AZN47jrPBfaWqmH_fecEw8C8eT/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
255	245.0	Old Man's Cloth	https://docs.google.com/document/d/1YhzCIQs-mmj9j5352Z3z6yOD8xZUsF3x/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
256	246.0	Stadia II	https://drive.google.com/file/d/1L86Md3mbUsCvnfwLHfZ5-4PGKptk31RZ/view?usp=drive_link
257	247.0	Preying Mantra	https://docs.google.com/document/d/1YXrZW7FvHebHTsMZtogwYPBBgnIVMJQ8/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
258	248.0	Shibboleth	https://docs.google.com/document/d/1qpZljEHRb2b8lPPcjKTU-cRRcsxumk07/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
259	249.0	MAXXII	https://docs.google.com/document/d/1yL0C-dj1C2yvvYfuEqkiXKJ9OkVhj6de/edit?usp=drive_link&ouid=105303918983461029500&rtpof=true&sd=true
260	250.0	Sunflower Seeds	https://drive.google.com/file/d/1YPxJtTdildnV6jDWbVkhAHq0O33LmmYY/view?usp=drive_link
261			
262			
263			
264			
265			
266			
267			
268			
269			
270			
271			
272			
273			
274			
275			
276			
277			
278			
279			
280			
281			
282			
283			
284			
285			
286			
287			
288			
289			
290			
291			
292			
293			
294			
295			
296			
297			
298			
299			
300			
301			
302			
303			
304			
305			
306			
307			
308			
309			
310			
311			
312			
313			
314			
315			
316			
317			
318			
319			
320			
